Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
710,AERO,480,FLIGHT CONTROL SYSTEMS,3.5,LAB,Laboratory,"You must complete 1 of the following rules   Course Prerequisite: AERO371, ELEC372, MECH371, SOEN385",UGRD,ELEC 415 = MECH 480 = AERO 480,GCS_346,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Flight Control Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
710,AERO,480,FLIGHT CONTROL SYSTEMS,3.5,LEC,Lecture,"You must complete 1 of the following rules   Course Prerequisite: AERO371, ELEC372, MECH371, SOEN385",UGRD,ELEC 415 = MECH 480 = AERO 480,GCS_346,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Flight Control Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
711,AERO,482,AVIONIC NAVIGATION SYSTEMS,3.0,LEC,Lecture,Course Prerequisite: AERO 371 or ELEC372 or MECH370 or SOEN385; ENGR371 or COMP233,UGRD,ELEC 416 = MECH 482 = AERO 482,GCS_348,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Avionic Navigation Systems (3 credits),Laboratory: 1 hour per week,Laboratory/Clinics,Course-integrated,No website provided
47199,AERO,201,Introduction to Flight and Aerospace System,4.0,LAB,Laboratory,Course Prerequisite:Course Co-requisite: ENGR213,UGRD,,GCS_341,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Introduction to Flight and Aerospace Systems,"Laboratory: 4 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
47199,AERO,201,Introduction to Flight and Aerospace System,4.0,LEC,Lecture,Course Prerequisite:Course Co-requisite: ENGR213,UGRD,,GCS_341,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Introduction to Flight and Aerospace Systems,"Laboratory: 4 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
47200,AERO,371,Modelling and Control Systems,3.5,LAB,Laboratory,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,GCS_342,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Modelling and Control Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
47200,AERO,371,Modelling and Control Systems,3.5,LEC,Lecture,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,GCS_342,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Modelling and Control Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
47200,AERO,371,Modelling and Control Systems,3.5,TUT,Tutorial,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,GCS_342,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Modelling and Control Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
48354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,3.0,LEC,Lecture,Prerequisite: AERO 290; AERO 371; ENCS 282,UGRD,,GCS_343,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Aerospace Engineering Design Project,"Team-based project, design, implement, alternate weeks",Laboratory/Clinics;Case studies,Course-integrated,No website provided
48354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,3.0,TUT,Tutorial,Prerequisite: AERO 290; AERO 371; ENCS 282,UGRD,,GCS_343,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Aerospace Engineering Design Project,"Team-based project, design, implement, alternate weeks",Laboratory/Clinics;Case studies,Course-integrated,No website provided
48357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,3.75,LAB,Laboratory,"Prerequisite: ENGR 311, 391; MECH 361",UGRD,,GCS_344,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Computational Fluid Dynamics for Aerospace Applications,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
48357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,3.75,LEC,Lecture,"Prerequisite: ENGR 311, 391; MECH 361",UGRD,,GCS_344,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Computational Fluid Dynamics for Aerospace Applications,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
48358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,3.5,LAB,Laboratory,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_347,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Materials Engineering for Aerospace,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
48358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,3.5,LEC,Lecture,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_347,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Materials Engineering for Aerospace,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
48359,AERO,490,CAPSTONE AEROSPACE ENGINEERING DESIGN PROJECT,6.0,LEC,Lecture,Prerequisite: 75 credits in the program; AERO 390; ENGR 301,UGRD,,GCS_349,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Aerospace Engineering,Undergraduate,Bachelor,Capstone Aerospace Engineering Design Project,"supervised design, simulation or experimental capstone design project",Capstone project;Laboratory/Clinics,Course-integrated,No website provided
717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,3.0,LEC,Lecture,,UGRD,AHSC 225 = APSS 415,FAS_1,FAS,Applied Human Sciences,Any program,Undergraduate,Bachelor / Certificate,Self-Managed Learning,"Enables students to create clear personal visions, set relevant learning goals, create, organize related activities, & assess their progress",Laboratory/Clinics;Case studies,Course-integrated,No website provided
717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,3.0,LEC,Lecture,,UGRD,,FAS_1,FAS,Applied Human Sciences,Any program,Undergraduate,Bachelor / Certificate,Self-Managed Learning,"Enables students to create clear personal visions, set relevant learning goals, create, organize related activities, & assess their progress",Laboratory/Clinics;Case studies,Course-integrated,No website provided
719,AHSC,232,WORKING IN TASK GROUPS,3.0,LEC,Lecture,Prerequisite: AHSC230.,UGRD,AHSC 232 = APSS 240,FAS_2,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Working in Task Groups,Opportunities to integrate the theory they learn with their experiences in a task group,Laboratory/Clinics;Case studies,Course-integrated,No website provided
726,AHSC,260,"PROGRAM PLANNING, DESIGN AND EVALUATION",3.0,LEC,Lecture,"Student must not have taken the following courses: AHSC330, AHSC350, AHSC355, AHSC371, AHSC380, AHSC381, AHSC382, AHSC422, AHSC444",UGRD,AHSC 260 = LESR 261,FAS_972,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,"Program Planning, design & evaluation",Opportunities to integrate the theory they learn with their experiences in a task group,,Course-integrated,No website provided
746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,3.0,LEC,Lecture,Prerequisite: AHSC220.,UGRD,AHSC322 = AHSC398C,FAS_3,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Fundamentals of Child‑ and Youth‑Care Work,Simulations,Simulations,Course-integrated,No website provided
746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,3.0,LEC,Lecture,Prerequisite: AHSC220.,UGRD,,FAS_3,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Fundamentals of Child‑ and Youth‑Care Work,Simulations,Simulations,Course-integrated,No website provided
752,AHSC,350,Leisure Education in Therapeutic Recreation and Leisure Services,3.0,LEC,Lecture,"Prerequisite: AHSC 241, 260.",UGRD,,FAS_610,FAS,Applied Human Sciences,Leisure Sciences/ Therapeutic Recreation,Undergraduate,Bachelor,Leisure Education,The development and implementation of leisure education with children in the BASE after school program,,Course-integrated;Community-based;,No website provided
755,AHSC,360,"PLAY, ADULT LEARNING AND DEVELOPMENT",3.0,LEC,Lecture,Prerequisite: 30 university credits including AHSC 220.,UGRD,AHSC 360 = LESR 360,FAS_5,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,"Play, Adult Learning and Development",Design and implement play based simulations appropriate for various levels according to life stage development. Moot programs in class with peer groups,Games/Role-playing;Simulations,Course-integrated,No website provided
756,AHSC,361,Leisure Services Leadership,3.0,LEC,Lecture,"Prerequisite: AHSC230, and AHSC241.",UGRD,AHSC 361 = LESR 361,FAS_6,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,Leisure Services Leadership,Experiential learning through simulation with peers and off campus retreat,,Course-integrated;Community-based;,No website provided
756,AHSC,361,Leisure Services Leadership,3.0,LEC,Lecture,"Prerequisite: AHSC230, and AHSC241.",UGRD,,FAS_6,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,Leisure Services Leadership,Experiential learning through simulation with peers and off campus retreat,,Course-integrated;Community-based;,No website provided
758,AHSC,371,Community Recreation Planning,3.0,LEC,Lecture,Prerequisite: AHSC241 and  AHSC260; 24 university credits completed.,UGRD,AHSC 371 = LESR 371,FAS_611,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,Community Recreation Planning,"Practical experience, field experience, project planning ",,Course-integrated;Community-based;,No website provided
764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,3.0,LAB,Laboratory,"Prerequisite: AHSC 220, 281.",UGRD,,FAS_612,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,Therapeutic Recreation: Cognitive Disabilities and Illness,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness),Practica,Course-integrated;Community-based;,No website provided
764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,3.0,LEC,Lecture,"Prerequisite: AHSC 220, 281.",UGRD,,FAS_612,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,Therapeutic Recreation: Cognitive Disabilities and Illness,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness),Practica,Course-integrated;Community-based;,No website provided
784,AHSC,422,YOUTH AND LEISURE,3.0,LEC,Lecture,"Prerequisite: 30 university credits including AHSC 220, 241, 260.",UGRD,,FAS_8,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,Youth and Leisure,Laboratory,,Course-integrated;Community-based;,No website provided
786,AHSC,425,Organizational Development II,3.0,LEC,Lecture,Prerequisite: AHSC330 previously or concurrently; AHSC332.,UGRD,AHSC425 = AHSC420,FAS_9,FAS,Applied Human Sciences,Human Relations / Community Service,Undergraduate,Bachelor / Certificate,Organization Development II,"Experiential approaches, in-class applications",,Course-integrated,No website provided
786,AHSC,425,Organizational Development II,3.0,LEC,Lecture,Prerequisite: AHSC330 previously or concurrently; AHSC332.,UGRD,,FAS_9,FAS,Applied Human Sciences,Human Relations / Community Service,Undergraduate,Bachelor / Certificate,Organization Development II,"Experiential approaches, in-class applications",,Course-integrated,No website provided
789,AHSC,432,Seminar in Therapeutic Recreation,3.0,SEM,Seminar,"Prerequisite: 60 university credits including AHSC321, AHSC338, AHSC361 and AHSC448.",UGRD,,FAS_613,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,Seminar in Therapeutic Recreation,Students use their knowledge of TR and the various skills and interests of the class to design a community project for the benefit of the community,,Course-integrated;Community-based;,No website provided
790,AHSC,435,FIELDWORK PRACTICE,3.0,LEC,Lecture,Prerequisite: AHSC 330.,UGRD,,FAS_10,FAS,Applied Human Sciences,Human Relations / Family Life Education,Undergraduate,Bachelor / Certificate,Fieldwork Practice,"Fieldwork, lead one small task or learning group in a community, an organizational or an institutional setting",Practica,Course-integrated;Work-integrated;Community-based,No website provided
791,AHSC,436,Internship in Youth and Family Work,6.0,LEC,Lecture,Prerequisite: 60 university credits including AHSC 330; AHSC322 or AHSC355; and AHSC465 previously or concurrently; permission of the Department.,UGRD,AHSC436=AHSC439,FAS_404,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Internship in Youth and Family Work,"360-hour internship, supervised placement implementing family life education programs in such settings as community organizations, education, and health care",,Course-integrated;Work-integrated;Community-based,No website provided
791,AHSC,436,Internship in Youth and Family Work,6.0,LEC,Lecture,Prerequisite: 60 university credits including AHSC 330; AHSC322 or AHSC355; and AHSC465 previously or concurrently; permission of the Department.,UGRD,AHSC436=AHSC439,FAS_614,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Internship in Youth and Family Work,"Work with youth and families in such settings as child welfare, schools, non-profit organizations, residential care, or outreach",Practica,Course-integrated;Work-integrated;Community-based,No website provided
791,AHSC,436,Internship in Youth and Family Work,6.0,LEC,Lecture,Prerequisite: 60 university credits including AHSC 330; AHSC322 or AHSC355; and AHSC465 previously or concurrently; permission of the Department.,UGRD,,FAS_404,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,Internship in Youth and Family Work,"360-hour internship, supervised placement implementing family life education programs in such settings as community organizations, education, and health care",,Course-integrated;Work-integrated;Community-based,No website provided
